Video ID,Title,publishedAt,Duration,Views,Likes,Comments,TranslatedTitle,DurationSec,ContentType,EngageRatio,publishedTime
0Ys4Of_q_BI,British Uni Students try Korean Convenience Store Food,2023-06-27 13:11:39,1900-01-01 00:00:24,332613,12293,41.0,British uni Students Try Korean Convenience Store Food,24,Longs,0.03708213449263859,13:00:00
XTVBJNtApiU,British Footballers try Chimaek (Korean Fried Chicken & Beer!),2023-06-26 16:18:50,1900-01-01 00:00:52,3523689,178024,525.0,British Footballers Try Chimaek (Korean Fried Chicken & Beer!),52,Longs,0.05067104389746087,16:00:00
-X8XZ_a5YSk,English People try Korean BBQ for the first time,2023-06-23 15:05:17,1900-01-01 00:00:46,331951,10819,107.0,English People Try Korean BBQ for the First Time,46,Longs,0.03291449641663981,15:00:00
6GS3rNDhs0c,British Highschoolers try Korean BBQ for the first time,2023-06-22 12:19:51,1900-01-01 00:00:34,300811,11144,73.0,British Highschoolers Try Korean BBQ for the First Time,34,Longs,0.03728919487651715,12:00:00
jDXv9E77tDQ,British Uni Students get FULL Makeover in Korea!!,2023-06-21 11:31:45,1900-01-01 00:12:25,4172625,157477,5374.0,British uni Students Get Full Makeover in Korea !!,745,Longs,0.03902842934603517,12:00:00
BN2gSB8_MYI,British Uni Students try Authentic Korean BBQ,2023-06-20 16:03:28,1900-01-01 00:00:26,738471,22004,113.0,British Uni Students Try Authentic Korean BBQ,26,Longs,0.029949720435873583,16:00:00
1cwRcC3MDcE,British Footballers try Korean Fried Chicken for the first time,2023-06-19 14:40:40,1900-01-01 00:00:59,685695,29068,110.0,British Footballers Try Korean Fried Chicken for the First Time,59,Longs,0.0425524467875659,15:00:00
hCZp06Mln6k,Tom Holland tries Korean Food for the first time!,2023-06-16 12:24:32,1900-01-01 00:00:39,12698962,556558,1630.0,Tom Holland Tries Korean Food for the First Time!,39,Longs,0.04395540359912881,12:00:00
asYSYUJJwx0,When British Uni Students meet a K-Pop Star...!?!,2023-06-14 11:30:01,1900-01-01 00:11:51,7047885,211257,6618.0,When British uni Students meet a k-pop star ...!?!,711,Longs,0.030913529377962323,12:00:00
Y-1fI6lzZUU,British Highschoolers try Korean Fire Noodles!,2023-06-13 14:18:43,1900-01-01 00:00:51,446333,17381,135.0,British Highschoolers Try Korean Fire Noodles!,51,Longs,0.03924424140720045,14:00:00
FP7z_v3hn94,Sonny introduces Korean BBQ to his Spurs team mates,2023-06-13 14:17:36,1900-01-01 00:00:59,6821184,228486,1453.0,Sonny Introduces Korean BBQ to His Spurs Team Mates,59,Longs,0.03370954368039331,14:00:00
43UkjidBnSo,David Beckham loves spicy food!,2023-06-13 14:16:18,1900-01-01 00:00:49,888766,37369,245.0,David Beckham Loves Spicy Food!,49,Longs,0.0423216009613329,14:00:00
Otlyu8-wE2A,David Beckham tries the BEST Korean BBQ Pork Belly for the first time!!,2023-06-10 11:36:12,1900-01-01 00:13:27,6039800,139293,5174.0,David Beckham Tries The Best Korean BBQ Pork Belly for the First Time !!,807,Longs,0.023919169508924136,12:00:00
RmeqJNNeo2M,British Uni Students Learn Korean Drinking Games for the First Time!!,2023-06-07 11:30:11,1900-01-01 00:14:03,3554711,116383,3122.0,British uni Students Learn Korean Drinking Games for the First Time !!,843,Longs,0.03361876675769141,12:00:00
8bJb5Q54NL4,British Uni Students get a job at a Korean Convenience Store!,2023-06-03 11:30:04,1900-01-01 00:15:30,3440230,128913,2250.0,British uni Students Get a Job at a Korean Convenience Store!,930,Longs,0.03812622993230104,12:00:00
s5yzXX5B64k,British Uni Students try everything at a Korean Convenience Store!!,2023-05-31 11:30:30,1900-01-01 00:11:21,3686515,120332,2363.0,British Uni Students Try Everything At a Korean Convenience Store !!,681,Longs,0.03328211061124124,12:00:00
D0w5fyXkyT8,British Uni Students go to Korea University for a day!! ($5 lunch buffet! 🤯),2023-05-24 11:30:05,1900-01-01 00:14:01,5022090,143995,3578.0,British uni Students Go to Korea University for a Day !!($ 5 lunch buffet! 🤯),841,Longs,0.02938477805057257,12:00:00
-BxBB6smOSI,British Uni Students Fly to Korea for the Best Korean BBQ!!,2023-05-17 11:29:45,1900-01-01 00:11:08,4495037,166958,5785.0,British uni Students Fly to Korea for the Best Korean BBQ !!,668,Longs,0.03842971704126128,11:00:00
6UOVXXwqc5I,Cambridge Students try Soju for the first time!!,2023-05-10 11:30:54,1900-01-01 00:11:40,3427891,119460,5352.0,Cambridge Students Try Soju for the First Time !!,700,Longs,0.0364107260119998,12:00:00
POCnB7zJvOQ,Cambridge Students try Korean Fire Noodles!,2023-05-03 11:30:08,1900-01-01 00:08:06,3655467,110154,3126.0,Cambridge Students Try Korean Fire Noodles!,486,Longs,0.030989200559053055,12:00:00
5vbNvTci_qw,Cambridge Students Try Korean Instant Noodles for the First Time!,2023-04-26 11:42:20,1900-01-01 00:11:56,7154228,193476,7816.0,Cambridge Students Try Korean Instant Noodles for the First Time!,716,Longs,0.028136089596249938,12:00:00
e--ilz9wQV0,British Rappers try the ULTIMATE Korean Pork BBQ FEAST!!,2023-04-19 11:30:21,1900-01-01 00:21:04,2078222,73177,2973.0,British Rappers Try The Ultimate Korean Pork BBQ Feast !!,1264,Longs,0.0366418986999464,12:00:00
FH-HmXkzGWw,British Rappers shocked by Crazy Korean night market!,2023-04-12 11:30:03,1900-01-01 00:12:08,2223316,69869,1089.0,British Rappers Shocked by Crazy Korean Night Market!,728,Longs,0.03191539124442949,12:00:00
KshnJuOjGCI,British rappers try Korean Eel BBQ for the first time!,2023-04-05 11:30:08,1900-01-01 00:11:39,1652248,53055,1660.0,British Rappers Try Korean Eel bbq for the first time!,699,Longs,0.033115488715979684,12:00:00
nzexxT8Afzs,British Rappers’ honest opinion on Korean McDonald’s!,2023-04-01 11:30:17,1900-01-01 00:08:28,1625968,50216,974.0,British Rappers ’HONEST Opinion on Korean McDonald’ s!,508,Longs,0.03148278440904126,12:00:00
Q1BPLl2uUY4,British Rappers try the OG Korean Street Toast at Vintage Market! (ft. Irene),2023-03-29 11:30:16,1900-01-01 00:10:05,1455140,53892,786.0,British Rappers Try The OG Korean Street toast At Vintage Market!(ft. IRENE),605,Longs,0.03757576590568605,12:00:00
86dX-LigRBU,British Rappers try Chanel Pork Ribs in Korea!!?,2023-03-22 11:57:04,1900-01-01 00:11:17,1473434,52402,1324.0,British Rappers Try Chanel Pork Ribs in Korea !!?,677,Longs,0.03646311948821596,12:00:00
t9hgG1t044o,British Rappers get emotional at Korean Temple...,2023-03-15 12:07:46,1900-01-01 00:14:43,1545908,63878,1772.0,British Rappers Get Emotional At Korean Temple ...,883,Longs,0.042466951461535875,12:00:00
XOnhIo4bbGU,British Rappers DESTROYED by Spicy Korean Chicken Skewers!,2023-03-11 11:30:09,1900-01-01 00:08:26,1678743,60789,1080.0,British Rappers Destroyed by Spicy Korean Chicken Skewers!,506,Longs,0.036854360673432444,12:00:00
XEnSN9-neKA,British Rappers visit a Korean Theme Park!!,2023-03-08 11:45:39,1900-01-01 00:10:41,1473947,63161,1372.0,British Rappers Visit a Korean Theme Park !!,641,Longs,0.0437824426522799,12:00:00
SrgTTjPF6gA,Tries Korean Fried Chicken: starts rapping!! ft. Woogie,2023-03-01 12:29:44,1900-01-01 00:12:53,2216654,88186,3473.0,Tries Korean Fried Chicken: Starts Rapping !!ft.WOOGIE,773,Longs,0.04135016109866493,12:00:00
5aNPfD8ZuCE,British Rappers try GIANT Korean King Crab!!!,2023-02-22 11:56:51,1900-01-01 00:14:00,2660870,80821,1618.0,British Rappers Try Giant Korean King CRAB !!!,840,Longs,0.03098197206176927,12:00:00
KmdGc75VbRs,British Rappers shocked by HUGE K-Pop Headquarters!! (ft. LEEJUNG),2023-02-18 11:30:09,1900-01-01 00:17:33,4106530,146596,3543.0,British Rappers Shocked by Huge K-POP Headquarters !!(ft. Leejung),1053,Longs,0.03656103815143199,12:00:00
Mwn9NFPJ30s,British Rappers fly to Korea to try Louis Vuitton Beef BBQ!!,2023-02-15 11:50:38,1900-01-01 00:13:22,2657533,100338,3287.0,British Rappers Fly to Korea to Try Louis Vuitton Beef BBQ !!,802,Longs,0.038992930661632424,12:00:00
4cV3cNawe3s,"British Rappers vs British Highschoolers: ""It's our time now!!""",2023-02-11 11:30:03,1900-01-01 00:10:42,1839288,109084,7651.0,"British Rappers vs British Highschoolers: ""It's our time now !!""",642,Longs,0.0634674939433085,12:00:00
prl6o4D663c,We asked King Charles III about Korea!,2023-02-08 11:38:59,1900-01-01 00:07:15,3380302,162550,6852.0,We Asked King Charles III About Korea!,435,Longs,0.05011445722896948,12:00:00
dtba22EXQe4,The BEST Pork Belly Korean BBQ in Seoul.,2023-01-25 11:30:12,1900-01-01 00:12:24,1395481,36714,1045.0,The Best PORK BELLY KOREAN BBQ in Seoul.,744,Longs,0.02705805381800254,12:00:00
RvLkqQ9TJl4,Bam Bam feeds us Korea's Spiciest Street-Food!!,2023-01-18 11:42:05,1900-01-01 00:13:00,3452178,146853,3506.0,BAM BAM FEEDS NOS KOREASSPICIEST Street-Food !!,780,Longs,0.04355482249177186,12:00:00
N9yBtFv5DiQ,We're Done.,2022-12-28 11:30:06,1900-01-01 00:10:16,1711184,75534,2809.0,We're Done.,616,Longs,0.04578291989639922,12:00:00
uKpG8C3Ydsw,SHINee MINHO + 3 bowls of Korean Pig's Blood Sausage!!,2022-12-21 11:36:24,1900-01-01 00:14:59,4396960,173495,4384.0,Shinee Minho + 3 BOWLS of Korean Pig's Blood Sausage !!,899,Longs,0.04045499617917834,12:00:00
1FP57skH7Q4,English Footballers try Korean Street Food for the first time!,2022-12-14 11:52:13,1900-01-01 00:11:27,6349641,150982,3249.0,English Footballers Try Korean Street Food for the First Time!,687,Longs,0.024289719686514562,12:00:00
3gyVe1KGHeE,K-Pop Idol NCT Johnny fed us luxury Korean Beef BBQ!!,2022-12-07 11:30:56,1900-01-01 00:12:46,2694001,163026,4275.0,K-POP IDOL NCT Johnny fed us luxury Korean beef BBQ !!,766,Longs,0.062101313251182906,12:00:00
bTHqiAsQNRk,British Highschooler Surprises Mum with Korean BBQ!,2022-11-30 11:56:25,1900-01-01 00:14:55,4128382,174135,5827.0,British Highschooler Surprises Mum with Korean BBQ!,895,Longs,0.043591411841249185,12:00:00
GYh2G2is70U,British School Teachers REAL impression of Korea,2022-11-23 13:35:35,1900-01-01 00:15:15,3472274,104520,2651.0,British School Teachers Real Impression of Korea,915,Longs,0.030864787744285156,14:00:00
u-lGmUofp1k,British Highschoolers UNCUT Reactions to Korea!!,2022-11-16 12:15:39,1900-01-01 00:26:33,3993169,118164,3011.0,British HighSchoolers Uncut Reactions to Korea !!,1593,Longs,0.030345572651695935,12:00:00
IqFTY5mQi1I,British Highschoolers' FINAL Meal in Korea! 😭 (saved the best til last),2022-11-09 12:00:35,1900-01-01 00:13:09,3921904,200253,8810.0,British Highschoolers' Final Meal in Korea!😭 (SAVED The Best Til Last),789,Longs,0.05330650622758742,12:00:00
IRCdViYQUt8,British Highschoolers VS Korean Taekwondo Gold-Medalist!!,2022-10-26 13:29:37,1900-01-01 00:12:46,5587994,188992,6008.0,British Highschoolers vs Korean taekwondo Gold-Medalist !!,766,Longs,0.03489624362517211,13:00:00
dpT5-kwq3gQ,British Highschoolers go to a Korean Gaming Cafe for the first time!!,2022-10-22 11:30:12,1900-01-01 00:10:51,6350088,188117,5110.0,British High Schools go to a Korean gaming cafe for the first time !!,651,Longs,0.03042902712529338,12:00:00
zT1Vppv9FHw,British Highshcoolers try legit Korean bone broth! (ft. GIANT spicy ribs.),2022-10-19 12:07:12,1900-01-01 00:11:03,4022216,140976,3006.0,British Highschoolers Try Legit Korean Bone Brother!(ft. Giant spicy ribs.),663,Longs,0.03579668521034176,12:00:00
G0o_hfhzpPY,British Highschoolers try Korean Pizza Delivery for the first time!,2022-10-12 12:08:14,1900-01-01 00:10:59,5734807,165608,3333.0,British Highschoolers Try Korean Pizza Delivery for the First Time!,659,Longs,0.029458881528183947,12:00:00
DfQfCqjZ1oo,"""Here's $700. Buy whatever you want."" British Highschoolers in Korean Market!!",2022-10-06 11:32:46,1900-01-01 00:12:38,6682565,222014,5935.0,"""Here's $ 700. Buy Whatver You Want.""British HighSchoolers in Korean Market !!",758,Longs,0.03411100378372676,12:00:00
ssXksgbZseM,British Highschoolers try GIANT Korean Beef Ribs!!,2022-10-01 11:30:17,1900-01-01 00:10:55,4583950,158373,3122.0,British Highschoolers Try Giant Korean Beef Ribs !!,655,Longs,0.03523053261924759,12:00:00
qqFAQ-HPdsU,British Highschoolers learn to read Korean in 30 mins!! (ft. Sam Hammington),2022-09-28 12:11:35,1900-01-01 00:14:36,5503514,195088,5457.0,British HighSchoolers Learn to Read Korean in 30 mins !!(FT. Sam Hammington),876,Longs,0.03643944577955103,12:00:00
OTWYsXF99iY,British Highschoolers try School Lunch in Korea!!,2022-09-24 11:30:05,1900-01-01 00:13:03,6920116,220024,5735.0,British HighSchoolers Try School Lunch in Korea !!,783,Longs,0.03262358607861487,12:00:00
sxBliJuSXNI,British Highschoolers go to Korean High School for a day...,2022-09-21 11:31:31,1900-01-01 00:11:18,6807777,235486,4655.0,British High Schools Go to Korean High School for a Day ...,678,Longs,0.03527451031371915,12:00:00
HZuVByIeEeA,British Highschoolers AMAZED by Korea's Traditional Royal Feast!!,2022-09-14 11:32:35,1900-01-01 00:18:20,5521366,200311,7594.0,British HighSchoolers Amazed by Korea's Traditional Royal Feast !!,1100,Longs,0.03765463111845873,12:00:00
e5gBtcN5ogE,British Highschoolers try Jeju Black Pork: the ULTIMATE Korean BBQ.,2022-09-07 11:40:20,1900-01-01 00:10:40,5863709,189340,5201.0,British Highschoolers Try Jeju Black Pork: The Ultimate Korean BBQ.,640,Longs,0.0331771238988838,12:00:00
J13d0cKqqCM,British Highschoolers try Korean Ice creams for the first time!,2022-09-03 11:30:03,1900-01-01 00:13:21,5817382,204987,5307.0,British Highschoolers Try Korean Ice Creams for the First Time!,801,Longs,0.036149250642299235,12:00:00
VjKhhZoaZRE,British Highschoolers Shocked by Korean Seafood FEAST on Jeju island!!,2022-08-31 13:05:12,1900-01-01 00:16:25,6879690,228435,5938.0,British HighSchoolers Shocked,985,Longs,0.03406737803592894,13:00:00
knBTg3UYHdo,British Highschoolers try REAL Korean Street Toast in Korea!,2022-08-24 12:10:45,1900-01-01 00:16:46,9428116,256901,7291.0,British Highschoolers Try Real Korean Street toast in Korea!,1006,Longs,0.02802171717021725,12:00:00
PM4y5VGZPKo,British Highschoolers try 11 types of Korean Fried Chicken!!,2022-08-17 11:30:09,1900-01-01 00:11:56,7541243,230710,6772.0,British HighSchoolers Try 11 Types of Korean Fried Chicken !!,716,Longs,0.03149109503565924,12:00:00
MmQbN6IN7uw,British Highschoolers Try Korean Beef + Ramyeon Combo for the first time!!,2022-08-13 11:36:35,1900-01-01 00:11:19,8217864,264009,6229.0,British Highschoolers Try Korean Beef + Ramyeon COMBO for the First Time !!,679,Longs,0.03288421419483214,12:00:00
BPMIhbEScoA,British Highschoolers go to a Korean Waterpark!!,2022-08-10 12:00:12,1900-01-01 00:11:05,7942961,305974,9672.0,British High Schools Go to a Korean WaterPark !!,665,Longs,0.039739084706572274,12:00:00
TQhVeE-QC2A,British Highschoolers Fly to Korea to try REAL Street Food!!,2022-08-03 12:40:08,1900-01-01 00:13:13,11781922,423968,14668.0,British Highschoolers Fly to Korea to Try Real Street Food !!,793,Longs,0.03722957935046591,13:00:00
jejLBWMsyHk,Pack your bags boys! You're going to KOREA!!!,2022-07-27 13:28:04,1900-01-01 00:09:40,11127930,533882,32171.0,Pack Your Bags Boys!You''Re Going to Korea !!!,580,Longs,0.05086777145434955,13:00:00
-QtT6URyKE4,Tottenham Players come to Korea to try REAL Korean beef!!,2022-07-20 12:00:37,1900-01-01 00:10:00,6532468,139404,2397.0,ToTenham Players Come to Korea to Try Real Korean Beef !!,600,Longs,0.02170710977841759,12:00:00
8jbKNVCaTjw,British Highschoolers try Luxury Korean Beef BBQ for the first time!!,2022-07-14 14:24:08,1900-01-01 00:11:50,6822814,211913,7682.0,British Highschoolers Try Luxury Korean Beef BBQ for the First Time !!,710,Longs,0.032185400334817864,14:00:00
y66Ff6Pq7pM,British Army Major terrified by Spicy Korean Chicken Feet!!,2022-07-06 11:34:07,1900-01-01 00:11:59,2465591,80677,2589.0,British Army Major Terrified by Spicy Korean Chicken Feet !!,719,Longs,0.03377121347376755,12:00:00
McBwe8Lqwb8,Korean-War Vet tries REAL Korean food 72 years later!,2022-06-22 13:26:14,1900-01-01 00:15:52,3196039,138641,9164.0,Korean-War Vet Tries Real Korean Food 72 years Later!,952,Longs,0.04624630675658213,13:00:00
JeA9rsOsdKA,British Rappers Try Korean Spicy Cold Noodles!,2022-06-15 11:52:34,1900-01-01 00:09:23,3916254,116336,3122.0,British Rappers Try Korean Spicy Cold Noodles!,563,Longs,0.030503128755182886,12:00:00
nFjZGxU35Ks,British Office Workers try Spicy Korean Chicken Feet!,2022-06-08 11:30:17,1900-01-01 00:09:41,3808422,98214,2810.0,British Office Workers Try Spicy Korean Chicken Feet!,581,Longs,0.026526472118898588,12:00:00
QzDZGR5KuHs,We made Korean Fried Chicken for a WHOLE British High School!,2022-06-01 13:17:59,1900-01-01 00:10:37,10756730,344917,13051.0,We Made Korean Fried Chicken for a Whole British High School!,637,Longs,0.03327851493901957,13:00:00
TvFxQIvUHms,Son Heung-min introduces the best Korean BBQ to Spurs players,2022-05-25 11:46:54,1900-01-01 00:12:30,18820067,429136,11295.0,Son Heung-Min Introduces the Best Korean bbq to spurs players,750,Longs,0.023402201490568552,12:00:00
kv8YfGuoBzQ,"British Office Workers experience Korean ""Mix-Coffee""!!",2022-05-18 11:37:51,1900-01-01 00:08:16,3388877,96603,3037.0,"British Office Workers Experience Korean ""MIX-COFFEE"" !!",496,Longs,0.029402070361361596,12:00:00
Ei0gSKJza4k,흔한 한국 핫도그 먹어보고 깜짝 놀란 영국 중학생들의 반응!?,2022-05-11 12:00:52,1900-01-01 00:11:11,12990430,300142,10826.0,The reaction of the British middle school students who were surprised to eat Korean hot dogs!?,671,Longs,0.023938237610302355,12:00:00
XU-mtn0aDow,토트넘 레전드 선수들의 첫 삼겹살 먹방을 축구경기장 안에서!? +김치치즈볶음밥 어시스트⚽,2022-05-04 11:52:16,1900-01-01 00:11:50,6858863,155161,3510.0,Tottenham Legend players' first pork belly food room in the football stadium!?+Kimchi cheese fried rice assist ⚽,710,Longs,0.023133717643871878,12:00:00
Q8MN71OH8BY,토트넘 캡틴의 이영표 박지성 선수들 첫인상?!,2022-04-27 11:33:58,1900-01-01 00:01:35,1257655,32488,1449.0,Tottenham Captain's Lee Young -pyo Park Ji -sung first impression?!,95,Longs,0.026984347853743675,12:00:00
DlYfPtPcvaE,한국 치킨을 처음 먹어본 영국 고등학생들의 반응!,2022-04-20 12:33:09,1900-01-01 00:13:07,14147614,598478,13652.0,The reaction of British high school students who had eaten Korean chicken for the first time!,787,Longs,0.0432673664972765,13:00:00
WpZ3UVY0LFk,영국 축구선수들에게 불닭볶음면을 줘봤더니…? 🔥🥵,2022-04-13 11:30:19,1900-01-01 00:09:43,7873568,156195,5170.0,I gave British footballers a fried chicken noodles…?🥵,583,Longs,0.02049452040040805,12:00:00
DVxbaXKgUDc,막걸리 + 전 처음 먹어본 영국 축구선수들의 반응?!,2022-04-06 11:45:48,1900-01-01 00:13:01,6934169,160098,4789.0,Makgeolli + I reacted for the first time in the UK soccer players?!,781,Longs,0.023778912801231122,12:00:00
zveUIy-XVpw,통삼겹살 + 비빔면 꿀조합 먹어본 영국 택시기사들의 반응!?,2022-03-30 12:21:46,1900-01-01 00:11:37,6632776,167719,5091.0,Pork belly + bibimbyeon honey combination of British taxi drivers react!?,697,Longs,0.026053947849286635,12:00:00
JdZ77-3Z4VI,망고빙수 처음 먹어본 영국 고등학생들의 반응!? (1인 2빙 실화?),2022-03-23 12:30:28,1900-01-01 00:10:37,5360901,172855,5973.0,"Mango shaved ice for the first time, the high school students reacted!?(1 person 2 ice true?)",637,Longs,0.03335782548493248,13:00:00
o0yDvUbfVzs,인생 첫 육회 먹어본 영국 고등학생들의 반응?!? (요리 10개 클리어 실화?!),2022-03-16 12:50:32,1900-01-01 00:14:33,6867534,199404,6074.0,The reaction of the British high school students who had eaten the first sixth sashimi?!?(10 clear stories?!),873,Longs,0.029920201341558702,13:00:00
m3npKv7tjIs,한국 대형마트 가서 깜짝 놀란 영국 고등학생들!!,2022-03-09 12:29:29,1900-01-01 00:13:37,4629349,161646,5619.0,British high school students who were surprised to go to Korea large marts !!,817,Longs,0.03613143014276953,12:00:00
QUaCtAFcXPk,한인 타운 처음 가본 영국 고등학생들!!,2022-03-08 13:45:57,1900-01-01 00:01:12,1965717,74384,2595.0,British high school students for the first time in Korean town !!,72,Longs,0.039160774414628355,14:00:00
o0IrfMsolnw,영국인들 줄 서게 만든 한국 길거리 토스트 가게!! 도대체 이게 무슨 상황?!!,2022-02-16 12:34:12,1900-01-01 00:08:05,3706713,123750,3430.0,Korean street toast shop made from the British lines!What the hell is this? !!,485,Longs,0.03431072219510925,13:00:00
Ck-oGQng9Ak,김 + 밥을 처음 먹어본 영국 초등학생들의 반응!?,2022-02-09 11:57:26,1900-01-01 00:06:50,3280960,95669,4271.0,"Kim + Rice for the first time, British elementary school students reaction!?",410,Longs,0.03046059689846874,12:00:00
hVdg9vbFoso,초코파이 처음 먹어본 영국 아이들의 반응!?,2022-02-02 11:31:24,1900-01-01 00:08:35,2441627,85109,4438.0,Choco Pie's first -time reaction of the British children!?,515,Longs,0.036675135063627656,12:00:00
FZVx7Ns3MIs,영국 고등학생 시리즈 비하인드+하드털이!,2022-01-26 12:25:03,1900-01-01 00:20:02,6863757,174093,6542.0,British high school student series behind the scenes+hard hair!,1202,Longs,0.02631721956357138,12:00:00
HH82H0XeJ94,한국 옛날과자를 처음 먹어 본 영국 택시기사님들!! (헐리우드 배우가 택시에 탔다고요?!),2022-01-19 11:31:23,1900-01-01 00:08:51,2799057,89152,2516.0,British taxi companies who had eaten Korean sweets for the first time !!(Hollywood actor rides in a taxi?!),531,Longs,0.03274960102634566,12:00:00
BNpPRVaTilY,기사식당 국밥을 먹어본 영국 택시기사들의 반응!?,2022-01-12 11:32:38,1900-01-01 00:10:54,7178618,164160,5859.0,Reaction from British taxi drivers who have eaten the restaurant soup!?,654,Longs,0.02368408515399482,12:00:00
-DcueTEpSGc,영국남자팀의 찜닭 회식!! 한국에 못가서 영국에서 해먹었습니다...,2021-12-22 12:38:37,1900-01-01 00:09:00,2250448,73262,1760.0,British men's team steamed chicken dinner !!I couldn't go to Korea and ate it in England ...,540,Longs,0.033336473448842184,13:00:00
uf2yiQDTuUE,한국 길거리 토스트 먹어 본 특별게스트들 반응은!? 🤭,2021-12-15 13:45:32,1900-01-01 00:14:11,6995373,221236,7343.0,What are the special guests you have eaten in Korea?🤭,851,Longs,0.03267574152228909,14:00:00
5zJI5cslv0w,영국에 한국 길거리 토스트 가게 열었더니... 현지인들 난리남!! (뿌듯),2021-12-08 13:07:35,1900-01-01 00:16:05,6521383,206766,8828.0,I opened a Korean street toast shop in England ... locals!(proud),965,Longs,0.033059551938599524,13:00:00
P5zouxkguEM,길거리토스트 처음 먹어본 영국 고등학생들의 반응!?,2021-12-01 11:50:26,1900-01-01 00:09:54,9926511,277724,10291.0,Reaction from British high school students who had eaten the first street toast!?,594,Longs,0.02901472632226973,12:00:00
fw5XAdZv5Y4,8년 동안 아무도 안해서 결국 저희가 했습니다... (영국에 이런 한국 식당은 처음이네?!),2021-11-24 12:28:38,1900-01-01 00:09:02,2088770,81847,5358.0,"In the end, we did not have been for eight years ... (This is the first Korean restaurant in England?!)",542,Longs,0.041749450633626485,12:00:00
M_uGV2L5q3s,수능 영어를 풀어본 영국 고등학생들…!!?,2021-11-10 11:40:20,1900-01-01 00:09:46,14520986,385965,18972.0,British high school students who have released SAT English…!!?,586,Longs,0.027886329482033796,12:00:00
VgFA7K-4kn4,김밥천국을 먹어본 영국 고등학생들의 반응?!,2021-11-03 11:30:14,1900-01-01 00:08:28,9786276,257562,8771.0,Reactions from British high school students who have eaten Kimbab Heaven?!,508,Longs,0.027214948771115795,12:00:00
7NCm5hCOkQw,한국 치맥 제대로 처음 먹어보고 거의 울 뻔 한 영국 래퍼들!?,2021-10-20 11:51:36,1900-01-01 00:11:30,5605231,152470,4178.0,British rappers who almost tried Korean chimac and almost cried!?,690,Longs,0.027946751882304225,12:00:00
BuuVzvWhqJs,영국 참전용사 할아버지께 70년 만에 한국 고기집을 소개해드렸습니다.,2021-10-13 11:30:07,1900-01-01 00:14:06,4344503,225214,17285.0,I introduced a Korean meat restaurant to Grandfather British Veterans in 70 years.,846,Longs,0.05581743182131535,12:00:00
8zojso2iQ4I,두둥! 오징어 게임 음식을 먹어본 영국 쌍둥이의 반응?! (ft. 추억의 도시락 + 라면땅 + 인생 스테이크),2021-10-06 12:07:39,1900-01-01 00:15:15,4145168,116074,3988.0,Duddong!Reaction of British twins who had eaten squid game food?!(FT. Memories of Memories + Ramen Land + Life Steak),915,Longs,0.02896432665696541,12:00:00
J6QSczwj_4U,한국의 매운맛에 찐 화난 영국 래퍼들!!!🔥 (매운 치즈불닭+소맥+막걸리),2021-09-29 12:46:01,1900-01-01 00:16:41,4911469,164056,7847.0,British rappers steamed in Korea's spicy taste !!!,1001,Longs,0.03500032271403932,13:00:00
IywmxIBhJNo,유튜브 한국어 댓글… 어떻게 된거죠???,2021-09-23 11:00:06,1900-01-01 00:15:43,1222679,45472,2331.0,YouTube Korean Comment…What happened ???,943,Longs,0.03909693386408043,11:00:00
gYF74qfoqtQ,한국 추석 선물세트 처음 받아본 영국 부모님들의 반응!? (급 문화충격!!!),2021-09-15 11:26:23,1900-01-01 00:10:25,3453509,129882,6833.0,The first Korean Chuseok Gift Set reactions from the British parents!?(Sade of cultural shock !!!),625,Longs,0.03958727196020048,11:00:00
0bhBVFeeMBU,학생들과 한국 같이 가기로한 영국 교장선생님 (고기 16인분 클리어 실화?!),2021-09-09 11:02:19,1900-01-01 00:12:21,6021785,165881,6151.0,British principal teacher who decided to go with students (16 servings of meat?!),741,Longs,0.028568273360805807,11:00:00
xnI1QBVKJEI,삼겹살에 치즈김치볶음밥 처음 먹어본 영국 고등학생들의 반응!?,2021-09-01 11:30:24,1900-01-01 00:10:03,16755807,403404,18923.0,Cheese kimchi fried rice for the first time in pork belly!,603,Longs,0.025204814068340606,12:00:00
0Pu--Gf98xY,영국 고등학생들에게 불닭볶음면을 줘봤더니…?ㅎ🔥🥵 얘들아 미안…;;🚽,2021-08-25 11:21:53,1900-01-01 00:09:32,21860098,480891,23981.0,I gave British high school students a fried chicken noodles…?;; 🚽,572,Longs,0.0230955963692386,11:00:00
CKlXdPx26SY,치맥을 처음 먹어본 영국 축구선수들의 반응?!,2021-08-11 12:32:38,1900-01-01 00:13:25,19987128,264300,8085.0,The reaction of the British soccer players who had eaten Chimac for the first time?!,805,Longs,0.01362802099431194,13:00:00
HICNKK-nEKc,편의점 꿀조합을 처음 먹어본 영국 고등학생들의 반응!? (ft.짜파구리 마크정식),2021-08-05 10:30:01,1900-01-01 00:10:19,13420694,331072,13655.0,Convenience store honey combinations for the first time in the UK high school students reaction!?(FT.,619,Longs,0.02568622755276292,11:00:00
oaeEIzS1Gms,흔한 한국 과자를 먹어보고 깜짝 놀란 영국 중학생들의 반응?!,2021-07-28 11:32:39,1900-01-01 00:10:32,7135503,181854,7437.0,The reaction of the British middle school students who were surprised to eat common Korean sweets?!,632,Longs,0.026528052752552975,12:00:00
